0	0
0.036	0
0.06	0
0.084	0
0.108	0
0.132	0
0.156	0
0.18	0
0.204	0
0.228	0
0.252	0
0.276	0
0.3	0
0.324	0
0.348	0
0.372	0
0.396	0
0.42	0
0.444	0
0.468	0
0.492	0
0.516	0
0.54	0
0.564	0
0.588	0
0.612	0
0.636	0
0.66	0
0.684	0
0.708	0
0.732	0
0.756	0
0.78	0
0.804	0
0.828	0
0.852	0
0.876	0
0.9	0
0.924	0
0.948	0
0.972	0
0.996	0
1	0
1	0.036
1	0.06
1	0.084
1	0.108
1	0.132
1	0.156
1	0.18
1	0.204
1	0.228
1	0.252
1	0.276
1	0.3
1	0.324
1	0.348
1	0.372
1	0.396
1	0.42
1	0.444
1	0.468
1	0.492
1	0.516
1	0.54
1	0.564
1	0.588
1	0.612
1	0.636
1	0.66
1	0.684
1	0.708
1	0.732
1	0.756
1	0.78
1	0.804
1	0.828
1	0.852
1	0.876
1	0.9
1	0.924
1	0.948
1	0.972
1	0.996
1	1
0.964	1
0.94	1
0.916	1
0.892	1
0.868	1
0.844	1
0.82	1
0.796	1
0.772	1
0.748	1
0.724	1
0.7	1
0.676	1
0.652	1
0.628	1
0.604	1
0.58	1
0.556	1
0.532	1
0.508	1
0.484	1
0.46	1
0.436	1
0.412	1
0.388	1
0.364	1
0.34	1
0.316	1
0.292	1
0.268	1
0.244	1
0.22	1
0.196	1
0.172	1
0.148	1
0.124	1
0.1	1
0.076	1
0.052	1
0.028	1
0.004	1
0	1
0	0.964
0	0.94
0	0.916
0	0.892
0	0.868
0	0.844
0	0.82
0	0.796
0	0.772
0	0.748
0	0.724
0	0.7
0	0.676
0	0.652
0	0.628
0	0.604
0	0.58
0	0.556
0	0.532
0	0.508
0	0.484
0	0.46
0	0.436
0	0.412
0	0.388
0	0.364
0	0.34
0	0.316
0	0.292
0	0.268
0	0.244
0	0.22
0	0.196
0	0.172
0	0.148
0	0.124
0	0.1
0	0.076
0	0.052
0	0.028
0	0.004
0.06	0.024
0.096	0.024
0.12	0.024
0.156	0.024
0.204	0.024
0.252	0.024
0.288	0.024
0.312	0.024
0.348	0.024
0.384	0.024
0.408	0.024
0.432	0.024
0.468	0.024
0.504	0.024
0.528	0.024
0.552	0.024
0.576	0.024
0.612	0.024
0.648	0.024
0.672	0.024
0.708	0.024
0.744	0.024
0.768	0.024
0.792	0.024
0.816	0.024
0.852	0.024
0.888	0.024
0.912	0.024
0.936	0.024
0.96	0.024
0.976	0.06
0.976	0.096
0.976	0.12
0.976	0.156
0.976	0.204
0.976	0.252
0.976	0.288
0.976	0.312
0.976	0.348
0.976	0.384
0.976	0.408
0.976	0.432
0.976	0.468
0.976	0.504
0.976	0.528
0.976	0.552
0.976	0.576
0.976	0.612
0.976	0.648
0.976	0.672
0.976	0.708
0.976	0.744
0.976	0.768
0.976	0.792
0.976	0.816
0.976	0.852
0.976	0.888
0.976	0.912
0.976	0.936
0.976	0.96
0.952	0.976
0.928	0.976
0.904	0.976
0.868	0.976
0.832	0.976
0.808	0.976
0.772	0.976
0.736	0.976
0.712	0.976
0.688	0.976
0.664	0.976
0.628	0.976
0.592	0.976
0.568	0.976
0.532	0.976
0.484	0.976
0.448	0.976
0.412	0.976
0.376	0.976
0.352	0.976
0.328	0.976
0.292	0.976
0.256	0.976
0.22	0.976
0.172	0.976
0.124	0.976
0.076	0.976
0.028	0.976
0.024	0.952
0.024	0.928
0.024	0.904
0.024	0.868
0.024	0.832
0.024	0.808
0.024	0.772
0.024	0.736
0.024	0.712
0.024	0.688
0.024	0.664
0.024	0.628
0.024	0.592
0.024	0.568
0.024	0.532
0.024	0.484
0.024	0.448
0.024	0.412
0.024	0.376
0.024	0.352
0.024	0.328
0.024	0.292
0.024	0.256
0.024	0.22
0.024	0.172
0.024	0.124
0.024	0.076
0.078	0.048
0.108	0.048
0.138	0.048
0.18	0.048
0.228	0.048
0.27	0.048
0.3	0.048
0.33	0.048
0.366	0.048
0.396	0.048
0.42	0.048
0.45	0.048
0.486	0.048
0.516	0.048
0.54	0.048
0.564	0.048
0.594	0.048
0.63	0.048
0.66	0.048
0.69	0.048
0.726	0.048
0.756	0.048
0.78	0.048
0.804	0.048
0.834	0.048
0.87	0.048
0.9	0.048
0.924	0.048
0.952	0.051
0.952	0.078
0.952	0.108
0.952	0.138
0.952	0.18
0.952	0.228
0.952	0.27
0.952	0.3
0.952	0.33
0.952	0.366
0.952	0.396
0.952	0.42
0.952	0.45
0.952	0.486
0.952	0.516
0.952	0.54
0.952	0.564
0.952	0.594
0.952	0.63
0.952	0.66
0.952	0.69
0.952	0.726
0.952	0.756
0.952	0.78
0.952	0.804
0.952	0.834
0.952	0.87
0.952	0.9
0.952	0.924
0.952	0.952
0.916	0.952
0.886	0.952
0.85	0.952
0.82	0.952
0.79	0.952
0.754	0.952
0.724	0.952
0.7	0.952
0.676	0.952
0.646	0.952
0.61	0.952
0.58	0.952
0.55	0.952
0.508	0.952
0.466	0.952
0.43	0.952
0.394	0.952
0.364	0.952
0.34	0.952
0.31	0.952
0.274	0.952
0.238	0.952
0.196	0.952
0.148	0.952
0.1	0.952
0.048	0.916
0.048	0.886
0.048	0.85
0.048	0.82
0.048	0.79
0.048	0.754
0.048	0.724
0.048	0.7
0.048	0.676
0.048	0.646
0.048	0.61
0.048	0.58
0.048	0.55
0.048	0.508
0.048	0.466
0.048	0.43
0.048	0.394
0.048	0.364
