0	0	0	-1	0
0.045	0	0	-1	0
0.075	0	0	-1	0
0.105	0	0	-1	0
0.135	0	0	-1	0
0.165	0	0	-1	0
0.195	0	0	-1	0
0.225	0	0	-1	0
0.255	0	0	-1	0
0.285	0	0	-1	0
0.315	0	0	-1	0
0.345	0	0	-1	0
0.375	0	0	-1	0
0.405	0	0	-1	0
0.435	0	0	-1	0
0.465	0	0	-1	0
0.495	0	0	-1	0
0.525	0	0	-1	0
0.555	0	0	-1	0
0.585	0	0	-1	0
0.615	0	0	-1	0
0.645	0	0	-1	0
0.675	0	0	-1	0
0.705	0	0	-1	0
0.735	0	0	-1	0
0.765	0	0	-1	0
0.795	0	0	-1	0
0.825	0	0	-1	0
0.855	0	0	-1	0
0.885	0	0	-1	0
0.915	0	0	-1	0
0.945	0	0	-1	0
1	0	1	0	0
1	0.045	1	0	0
1	0.075	1	0	0
1	0.105	1	0	0
1	0.135	1	0	0
1	0.165	1	0	0
1	0.195	1	0	0
1	0.225	1	0	0
1	0.255	1	0	0
1	0.285	1	0	0
1	0.315	1	0	0
1	0.345	1	0	0
1	0.375	1	0	0
1	0.405	1	0	0
1	0.435	1	0	0
1	0.465	1	0	0
1	0.495	1	0	0
1	0.525	1	0	0
1	0.555	1	0	0
1	0.585	1	0	0
1	0.615	1	0	0
1	0.645	1	0	0
1	0.675	1	0	0
1	0.705	1	0	0
1	0.735	1	0	0
1	0.765	1	0	0
1	0.795	1	0	0
1	0.825	1	0	0
1	0.855	1	0	0
1	0.885	1	0	0
1	0.915	1	0	0
1	0.945	1	0	0
1	1	0	1	0
0.955	1	0	1	0
0.925	1	0	1	0
0.895	1	0	1	0
0.865	1	0	1	0
0.835	1	0	1	0
0.805	1	0	1	0
0.775	1	0	1	0
0.745	1	0	1	0
0.715	1	0	1	0
0.685	1	0	1	0
0.655	1	0	1	0
0.625	1	0	1	0
0.595	1	0	1	0
0.565	1	0	1	0
0.535	1	0	1	0
0.505	1	0	1	0
0.475	1	0	1	0
0.445	1	0	1	0
0.415	1	0	1	0
0.385	1	0	1	0
0.355	1	0	1	0
0.325	1	0	1	0
0.295	1	0	1	0
0.265	1	0	1	0
0.235	1	0	1	0
0.205	1	0	1	0
0.175	1	0	1	0
0.145	1	0	1	0
0.115	1	0	1	0
0.085	1	0	1	0
0.0549999	1	0	1	0
0	1	-1	0	0
0	0.955	-1	0	0
0	0.925	-1	0	0
0	0.895	-1	0	0
0	0.865	-1	0	0
0	0.835	-1	0	0
0	0.805	-1	0	0
0	0.775	-1	0	0
0	0.745	-1	0	0
0	0.715	-1	0	0
0	0.685	-1	0	0
0	0.655	-1	0	0
0	0.625	-1	0	0
0	0.595	-1	0	0
0	0.565	-1	0	0
0	0.535	-1	0	0
0	0.505	-1	0	0
0	0.475	-1	0	0
0	0.445	-1	0	0
0	0.415	-1	0	0
0	0.385	-1	0	0
0	0.355	-1	0	0
0	0.325	-1	0	0
0	0.295	-1	0	0
0	0.265	-1	0	0
0	0.235	-1	0	0
0	0.205	-1	0	0
0	0.175	-1	0	0
0	0.145	-1	0	0
0	0.115	-1	0	0
0	0.085	-1	0	0
0	0.0549999	-1	0	0
0.06	0.0324903	0	-1	1
0.09	0.038869	0	-1	1
0.12	0.0392553	0	-1	1
0.15	0.0330033	0	-1	1
0.18	0.031623	0	-1	1
0.21	0.037416	0	-1	1
0.24	0.0363454	0	-1	1
0.27	0.0318394	0	-1	1
0.3	0.039891	0	-1	1
0.33	0.032992	0	-1	1
0.36	0.034359	0	-1	1
0.39	0.0359362	0	-1	1
0.42	0.0360991	0	-1	1
0.45	0.0301416	0	-1	1
0.48	0.0317765	0	-1	1
0.51	0.0385086	0	-1	1
0.54	0.0396307	0	-1	1
0.57	0.0386328	0	-1	1
0.6	0.0305512	0	-1	1
0.63	0.0349309	0	-1	1
0.66	0.0356563	0	-1	1
0.69	0.0340703	0	-1	1
0.72	0.035511	0	-1	1
0.75	0.0307852	0	-1	1
0.78	0.0322404	0	-1	1
0.81	0.0328324	0	-1	1
0.84	0.0308075	0	-1	1
0.87	0.0387564	0	-1	1
0.9	0.030904	0	-1	1
0.93	0.0366314	0	-1	1
0.962793	0.06	1	0	1
0.962985	0.09	1	0	1
0.96879	0.12	1	0	1
0.961889	0.15	1	0	1
0.967089	0.18	1	0	1
0.964874	0.21	1	0	1
0.96573	0.24	1	0	1
0.962442	0.27	1	0	1
0.963707	0.3	1	0	1
0.962976	0.33	1	0	1
0.969168	0.36	1	0	1
0.964027	0.39	1	0	1
0.967847	0.42	1	0	1
0.960113	0.45	1	0	1
0.960403	0.48	1	0	1
0.968463	0.51	1	0	1
0.961891	0.54	1	0	1
0.96059	0.57	1	0	1
0.967135	0.6	1	0	1
0.965793	0.63	1	0	1
0.961295	0.66	1	0	1
0.966304	0.69	1	0	1
0.963904	0.72	1	0	1
0.966702	0.75	1	0	1
0.966068	0.78	1	0	1
0.966024	0.81	1	0	1
0.96299	0.84	1	0	1
0.96359	0.87	1	0	1
